Gas,NFR/CRF Group,Source,Activity,Units,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,LPG,kilotonne,1.854458831,2.165959208,1.826951885,1.97011509,2.202548741,2.336898345,2.682569582,2.430316711,2.293005314,2.309597043,2.177859258,2.195935166,1.910751211,2.840096333,2.588057158,2.673821743,2.844466699,2.853166239,2.184175911,2.157206862,2.11162439,2.349739033,1.486249662,0.875641589,1.873433343,2.523041917,1.806864775,1.834984105,1.985769864,2.618968441,2.360534937,2.50037285,2.659172449
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,Natural gas,kilotonne,26.01115318,27.75921527,21.39057079,17.42994233,16.95739706,14.45681711,17.2173171,20.17516318,22.2629037,22.97191579,26.60237782,25.47485012,23.00756536,22.53504504,21.35990596,22.17510799,21.86044058,20.17769368,17.70302228,13.836819,14.76985767,15.69657904,14.59307299,14.79980007,13.59242055,14.05886155,13.74648178,14.51209194,16.06206969,15.48844421,15.42859619,15.78717561,17.30126922
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,OPG,kilotonne,0.172541952,0.223275168,0.205383744,0.172541952,0.294595776,0.327927744,0.34829629,0.251738902,0.238164264,0.255422544,0.277306043,0.281378997,0.248277616,0.259564531,0.261226766,0.245329005,0.228051829,0.168702487,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,SSF,kilotonne,0.317613606,0.104216965,0.104216965,0.163769516,0.342427169,0.312650894,0.263023768,0.335001343,0.23211019,0.157486908,0.182397162,0.246476145,0.162058413,0.107415775,0.083495685,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,Wood,kilotonne,1.440191472,1.440191472,1.440191472,1.440191472,2.768695868,3.029724869,3.074862021,2.34839845,2.657799604,2.23702645,1.546260366,1.37017893,1.37017893,1.37017893,1.37017893,0.5665405,0.589804624,0.534667501,1.164013544,1.180672514,0.996151489,1.096998111,1.102418872,1.124658671,1.137888737,1.136310696,1.137763263,1.144575523,1.130017343,1.124052293,1.093139692,1.092140313,1.091962053
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,Lubricants,kilotonne,4.224749123,3.983628381,4.212168804,4.390459619,4.379556642,4.992951718,4.911058078,5.064543218,4.640949526,4.445428884,4.363563396,4.520291794,4.296260904,4.3907078,4.46250924,3.659182735,2.921617735,3.08692473,2.298640056,2.952429577,3.359742414,2.846224784,2.031597754,2.319475387,2.003577912,1.913499303,1.977457306,2.028172922,1.803226453,1.749548005,1.425440796,1.521530955,1.378206701
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,Biomass,kilotonne,0.247818502,0.243558439,0.238202909,0.231562835,0.222330153,0.208522688,0.185189712,0.138464463,0.061741056,0.157531667,0.192290756,0.168210442,0.393102702,0.647022227,0.931231954,0.686869757,0.850690557,0.86907736,0.736440232,1.287624894,1.880918304,1.708261828,1.686620711,2.136343151,3.538299612,4.305099913,4.097185002,4.525440213,4.299320347,4.373263102,6.035235684,6.541097639,6.681871277
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Autogenerators,Natural gas,kilotonne,0.667744898,0.707835446,0.669144172,0.989828898,0.974848251,3.248044326,3.650288502,4.25682706,5.50830238,5.836377922,6.644218139,5.190178526,5.807874647,5.384197898,5.388469297,5.572712534,4.694783,4.368872196,3.577793181,2.776948802,3.229070071,2.989115696,3.001953401,3.075476788,2.845874206,2.446518893,2.657530682,3.009963714,3.923391533,3.506530364,3.013669327,3.371473165,2.676916686
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Autogenerators,Biogas,kilotonne,0.000301194,0.001305176,0.001807166,0.001706768,0.001405574,0.000803185,0.000803185,0.000501991,-,-,-,-,-,0.030521028,0.029115455,0.026304307,0.037850091,0.049395875,0.066363157,0.143167718,0.386833955,0.780996972,1.628758693,2.348010822,3.367152133,4.888786033,7.10517492,8.666365679,9.21192906,7.370125557,7.396731059,8.190277796,8.474504872
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Autogeneration - exported to grid,Natural gas,kilotonne,0.2524959,0.244031199,0.254663452,0.540814519,0.530114027,1.213815713,1.216762834,1.418942353,1.351415065,1.515085767,2.017937303,2.023494217,1.707025112,2.70807043,2.144908202,1.734799554,1.782061688,2.429828032,2.470299639,2.560686864,2.52862666,2.343078199,2.557784841,2.139847975,1.934544181,1.959808072,2.084057028,2.206577505,2.854368584,2.792369044,2.341559215,2.870311372,2.630078999
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,Petroleum coke,kilotonne,-,-,1.243212994,1.277718696,1.321493344,1.948960277,2.035465589,1.766108982,1.751355906,1.739512936,1.735890705,1.541676192,1.275569051,1.278417028,1.373339984,1.616699577,1.216263466,1.234930778,1.023804965,0.924548099,1.082662765,0.852073119,1.107461931,1.398844574,1.273928045,0.619455185,0.53306114,0.699206694,0.948113226,0.947899537,0.891038298,0.990909085,0.848913366
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,Biogas,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,1.96E-18,3.15E-16,5.28E-14,9.82E-12,1.27E-09,1.26E-07,9.25E-06,0.000315819,0.0039913,0.024984232,0.074991198,0.156138939,0.226698954,0.359425268,0.428599572,0.449181187,0.34065082,0.340851616,0.393761425,0.37589056
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Mechanical Engineering (combustion),Biomass,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000111981,0.0001101,0.000112783
Nitrogen oxides (NOx expressed as NO2),1A3ai(i),Aircraft - international take off and landing,Aviation spirit,kilotonne,0.000524267,0.000410748,0.000752426,0.001229624,0.000900172,0.000557188,0.000395678,0.000633144,0.000814456,0.000872006,0.000438884,0.000227379,0.000529131,0.000366859,0.00018934,0.000128953,9.75E-05,0.000154044,0.0001727,0.000155546,6.24E-05,6.46E-05,6.82E-05,6.03E-05,5.49E-05,4.31E-05,4.60E-05,7.87E-06,2.65E-06,3.11E-06,-,6.59E-07,3.18E-08
Nitrogen oxides (NOx expressed as NO2),1A3ai(i),Aircraft - international take off and landing,Aviation turbine fuel,kilotonne,4.547797724,4.583280932,5.172540249,5.733150369,5.76392231,6.145277596,6.425178761,6.882040046,7.701262312,8.503481353,9.465693826,9.341619055,9.296429975,9.670792431,10.60117192,11.40249363,11.54200879,11.53031283,10.6222023,9.953035529,9.687654622,9.898651097,9.799374108,9.828297043,9.898958934,10.06580278,10.22154101,11.0197737,11.21209772,11.23634867,4.555125993,4.369413052,9.10613641
Nitrogen oxides (NOx expressed as NO2),1A3ai(i),Aircraft between UK and CDs - TOL,Aviation spirit,kilotonne,0.000281361,0.000270146,0.00028223,0.000375213,0.000220567,0.000190237,0.000248954,0.000286721,0.000334657,0.000243602,0.000165594,0.00015298,0.000222911,0.000269746,0.000364304,0.000420867,0.000452606,0.000227937,0.000228889,0.000157394,0.000108477,0.000109026,0.000117345,0.000128957,0.000134275,7.45E-05,0.000194146,2.05E-05,1.28E-05,2.57E-05,2.30E-07,-,-
Nitrogen oxides (NOx expressed as NO2),1A3ai(i),Aircraft between UK and CDs - TOL,Aviation turbine fuel,kilotonne,0.056660001,0.051416417,0.052408627,0.051831605,0.051506702,0.055657471,0.0598746,0.068911221,0.082319872,0.073553062,0.090790152,0.091885045,0.100417929,0.110687596,0.134349631,0.130279142,0.123668394,0.12969202,0.136266068,0.122828926,0.134079129,0.13166788,0.125391541,0.108285585,0.108939162,0.103841627,0.088562399,0.08933665,0.086422846,0.092498173,0.02929691,0.044614734,0.072198409
Nitrogen oxides (NOx expressed as NO2),1A3ai(i),Aircraft between UK and Gibraltar - TOL,Aviation turbine fuel,kilotonne,0.021011315,0.018001959,0.017513703,0.018985081,0.016868557,0.015811697,0.014339929,0.014088959,0.014914623,0.014939982,0.01677024,0.016937616,0.019106471,0.022883034,0.027611598,0.0291158,0.02634835,0.021513538,0.025411362,0.022794327,0.019930573,0.025031673,0.023159659,0.025414329,0.027291575,0.026614172,0.034485426,0.035221555,0.024256322,0.02757579,0.011443531,0.019077844,0.026190988
Nitrogen oxides (NOx expressed as NO2),1A3ai(i),Aircraft between UK and other OTs (excl Gib. and Bermuda) - TOL,Aviation turbine fuel,kilotonne,0.003467804,0.00210568,0.002794412,0.004827053,0.003171695,0.002856978,0.002078305,0.002122801,0.004254393,0.000435226,0.002134978,0.005141773,0.005078191,0.005036676,0.005172028,0.005241694,0.005080774,0.004964677,0.004879287,0.005069571,0.00532019,0.001392402,-,4.56E-05,3.92E-06,1.15E-05,3.24E-05,5.86E-05,-,3.19E-05,0.000774872,0.001062973,0.001769151
Nitrogen oxides (NOx expressed as NO2),1A3ai(i),Aircraft between UK and Bermuda - TOL,Aviation turbine fuel,kilotonne,0.010521502,0.007708095,0.00445909,0.006237323,0.006226722,0.007072674,0.008210392,0.006685804,0.007680744,0.007864664,0.010910275,0.008312693,0.012639185,0.011999867,0.01419586,0.016150266,0.020219375,0.021449119,0.020580331,0.021047946,0.016313888,0.015856758,0.015675628,0.015681815,0.01510395,0.012437431,0.015381054,0.015985348,0.015641525,0.015482775,0.006393939,0.005939944,0.00933927
Nitrogen oxides (NOx expressed as NO2),1A3ai(i),Aircraft between UK and Gibraltar - TOL,Aviation spirit,kilotonne,-,1.18E-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nitrogen oxides (NOx expressed as NO2),1A3ai(i),Aircraft - international take off and landing,Sustainable Aviation Fuel (SAF) - bio based,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.013914371,0.084518541
Nitrogen oxides (NOx expressed as NO2),1A3ai(i),Aircraft between UK and CDs - TOL,Sustainable Aviation Fuel (SAF) - bio based,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000142075,0.000670109
Nitrogen oxides (NOx expressed as NO2),1A3ai(i),Aircraft between UK and Gibraltar - TOL,Sustainable Aviation Fuel (SAF) - bio based,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.05E-05,0.000123066
Nitrogen oxides (NOx expressed as NO2),1A3ai(i),Aircraft between UK and other OTs (excl Gib. and Bermuda) - TOL,Sustainable Aviation Fuel (SAF) - bio based,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.39E-06,1.64E-05
Nitrogen oxides (NOx expressed as NO2),1A3ai(i),Aircraft between UK and Bermuda - TOL,Sustainable Aviation Fuel (SAF) - bio based,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.89E-05,8.67E-05
Nitrogen oxides (NOx expressed as NO2),1A3aii(i),Aircraft - domestic take off and landing,Aviation spirit,kilotonne,0.063645676,0.060623449,0.072147566,0.068907829,0.083140569,0.083610628,0.095478522,0.112085966,0.111310872,0.135598183,0.160537572,0.180151168,0.146850611,0.13749888,0.155040868,0.156777252,0.137450221,0.09306373,0.083571846,0.05959169,0.062412323,0.061463145,0.051222174,0.043863116,0.053456489,0.034017721,0.032244172,0.034257788,0.031436903,0.023721706,0.005818655,0.035869235,0.042622704
Nitrogen oxides (NOx expressed as NO2),1A3aii(i),Aircraft - domestic take off and landing,Aviation turbine fuel,kilotonne,1.293788491,1.293548788,1.28819782,1.182076418,1.075805359,1.134077184,1.286466896,1.327721993,1.461658741,1.664010204,1.790527038,1.839271074,1.860609459,1.915520928,2.097735057,2.336399131,2.246941309,2.152454939,2.029660278,1.798268603,1.693972926,1.612366197,1.531789672,1.609479112,1.474905414,1.499342865,1.385253241,1.481565342,1.407174979,1.330032489,0.563757631,0.709800564,1.122674778
Nitrogen oxides (NOx expressed as NO2),1A3aii(i),Aircraft - domestic take off and landing,Sustainable Aviation Fuel (SAF) - bio based,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.002021268,0.009601915
Nitrogen oxides (NOx expressed as NO2),1A3bi,Road transport - cars - rural driving,Petrol,kilotonne,339.2633345,335.8628526,331.3786792,300.1534069,282.0701729,261.6839904,244.3430351,222.3915027,197.581427,177.409114,152.9970562,132.3311935,115.8702113,99.54391789,86.76632545,75.5398526,68.21721927,61.71451909,54.49796637,31.65343327,27.07748002,22.76473085,19.10878489,16.11738076,13.86570419,11.76922111,10.36388702,9.044060606,8.140034937,7.513772178,5.296838585,5.53871923,5.732919761
Nitrogen oxides (NOx expressed as NO2),1A3bi,Road transport - cars - rural driving,DERV,kilotonne,3.092849696,3.669807758,4.571097729,6.008354258,7.962573097,9.770003011,11.28622554,12.67263601,13.90972514,15.08815327,16.34957638,18.42696523,21.69315524,24.9246576,28.71952731,32.25873779,34.0929702,35.48356615,38.31034278,37.8683692,38.42280368,40.38542147,41.78482006,43.39569488,46.33307506,48.01384525,48.70030571,49.05375551,47.81349513,45.01551829,31.99262738,33.9823372,34.528198
Nitrogen oxides (NOx expressed as NO2),1A3bi,Road transport - cars - urban driving,Petrol,kilotonne,264.5080064,262.0502926,255.3186674,244.8356044,227.3701507,210.8101091,194.9223969,175.4600091,158.0018537,143.5678532,125.4336559,108.0579511,95.01695672,81.36945715,70.50294624,61.55089101,55.06618635,50.08519196,43.98851576,28.35177107,24.81777429,21.90096284,18.88611733,16.114565,14.56996629,12.72313259,11.1114506,9.614529566,8.616253279,7.907881612,5.94057894,6.192523832,6.221764416
Nitrogen oxides (NOx expressed as NO2),1A3bi,Road transport - cars - urban driving,DERV,kilotonne,4.31751269,5.058242255,6.173026784,8.327274892,10.64439499,12.80307112,14.39059523,15.88140461,17.43313745,18.92357447,20.36957681,22.12906183,24.97953369,27.6418464,30.57227919,33.53689838,35.29879366,37.17908192,39.26015738,39.59098081,40.09811328,42.1412443,44.01044441,45.78159625,46.83881362,46.48078952,46.60926653,47.41360768,45.96438646,42.22291311,30.89260183,32.04040992,31.67829608
Nitrogen oxides (NOx expressed as NO2),1A3bi,Road transport - cars - motorway driving,Petrol,kilotonne,142.8394578,139.1820448,136.6944082,128.4700432,121.1171281,114.3861383,109.5120647,101.736664,93.50642546,84.62048037,73.30451463,64.0940841,55.39835751,46.73418882,40.78199762,34.96408077,30.91786087,27.47331107,23.89856161,13.81560187,11.59983802,9.509184246,7.754011458,6.274727164,5.251799227,4.366805613,3.719442913,3.163641297,2.837426268,2.657983091,1.807014676,2.061117499,2.289455219
Nitrogen oxides (NOx expressed as NO2),1A3bi,Road transport - cars - motorway driving,DERV,kilotonne,1.525073533,1.756674096,2.168176114,2.990741946,4.017589927,5.052401246,5.992015066,6.861037127,7.778889983,8.486815984,9.210676537,10.46379101,12.17380721,13.82129307,16.10673296,18.10416982,19.29561738,20.32418319,21.64792531,21.20412353,21.03563627,22.58462659,23.67596359,24.75997237,25.4905777,25.83356443,25.46054865,25.11760945,23.99780015,22.47864232,13.66340058,14.06623674,15.2577424
Nitrogen oxides (NOx expressed as NO2),1A3bi,Road transport - cars - cold start,Petrol,kilotonne,20.39558938,22.386151,22.21710142,23.75701881,24.46521421,25.98841115,29.8206444,29.13880397,30.13916357,30.8609109,30.89227571,29.46076346,27.73767664,25.74134323,23.95473032,21.82081244,19.61241042,17.51477103,15.03657591,14.4417418,12.99571159,11.7107844,10.56438277,9.52347894,8.853810113,7.953445633,7.119226058,6.287456899,5.662625302,5.18808844,3.652501991,3.804590542,3.791154547
Nitrogen oxides (NOx expressed as NO2),1A3bi,Road transport - cars - cold start,DERV,kilotonne,0.518639894,0.67328704,0.80495057,1.110708943,1.373896117,1.653125352,2.09694404,2.082459321,2.329128602,2.484529689,2.741804323,3.135619265,3.346775589,3.803190549,4.261816748,4.757228662,4.872415702,5.064407203,5.672373327,5.595869571,6.285715117,5.583211568,6.361049235,6.780343666,6.254739824,6.730175583,6.814740644,6.733712581,6.604959308,6.527390652,4.57747727,5.051763818,4.982446291
Nitrogen oxides (NOx expressed as NO2),1A3bi,Road transport - all vehicles LPG use,LPG,kilotonne,-,-,-,-,-,-,0.020040516,0.032823722,0.053570861,0.088247342,0.198911868,0.394358885,0.506857593,0.490041746,0.423853309,0.374097948,0.315968906,0.249468382,0.223741638,0.172919667,0.155837317,0.130411365,0.114516771,0.111611755,0.100151692,0.09045451,0.073489805,0.065718804,0.060295745,0.054582273,0.048937375,0.048490803,0.048329331
Nitrogen oxides (NOx expressed as NO2),1A3bii,Road transport - LGVs - rural driving,Petrol,kilotonne,35.65378648,34.90441961,32.56863908,30.29862266,28.50596917,25.74997612,24.06682259,21.96192621,19.58858937,16.5339011,13.36262624,10.79426324,8.520800316,6.670749148,5.122126958,3.908517673,3.057943255,2.583794755,2.118508912,1.507607155,1.2389496,0.998304163,0.817770581,0.63843248,0.513632946,0.419865569,0.355327519,0.292965276,0.245727319,0.205117788,0.155099539,0.147228584,0.134083696
Nitrogen oxides (NOx expressed as NO2),1A3bii,Road transport - LGVs - rural driving,DERV,kilotonne,5.115151768,6.175236409,6.787495963,7.599827542,8.809840806,10.00932969,11.38304248,13.02938697,14.91628801,16.09475452,17.50560468,19.00131764,20.03392197,21.34796171,22.51543139,23.61265185,24.16878137,25.43865341,25.12848196,24.38561913,24.23427649,24.32046002,25.9222727,27.35613605,30.48276045,33.41403393,36.55761316,37.47562837,34.91897852,32.49458243,26.95606881,26.87537011,25.8201923
Nitrogen oxides (NOx expressed as NO2),1A3bii,Road transport - LGVs - urban driving,Petrol,kilotonne,27.86728426,27.17187823,24.66245169,22.20116666,20.80452202,18.69570421,16.82475182,15.10520678,13.09090486,11.24182466,9.01371036,7.088134839,5.605693493,4.480138767,3.464076605,2.627050228,2.048632007,1.666812964,1.388776535,0.983585682,0.807695769,0.653535901,0.508174266,0.40365364,0.337658792,0.27356244,0.224422368,0.183582584,0.152465039,0.120736885,0.094534327,0.086566495,0.075293431
Nitrogen oxides (NOx expressed as NO2),1A3bii,Road transport - LGVs - urban driving,DERV,kilotonne,12.01362135,14.44257506,15.43911867,16.57119077,18.16221957,18.53278118,18.55308848,19.31600826,20.14792596,21.00182377,21.6772715,22.3317498,22.72420728,24.00703839,24.93237396,25.42603276,25.4783038,25.51566703,24.46825551,23.37645965,23.31826162,23.53714973,23.9179332,24.50327161,26.47483959,27.57454943,28.34618354,28.14005226,25.84206597,23.96309404,20.12935132,19.34995373,17.39248504
Nitrogen oxides (NOx expressed as NO2),1A3bii,Road transport - LGVs - motorway driving,Petrol,kilotonne,13.60127226,12.50324217,12.00128739,12.23609332,11.62561877,11.03925115,10.59538625,9.820814957,8.6246977,7.164038754,5.918321075,4.80241861,3.765304858,2.930426593,2.33057964,1.770343011,1.418184779,1.154126691,0.927456466,0.66528191,0.532751784,0.448273713,0.374833496,0.302912537,0.240495744,0.196169536,0.160224811,0.133614186,0.112381757,0.094622186,0.073468087,0.071736209,0.066346079
Nitrogen oxides (NOx expressed as NO2),1A3bii,Road transport - LGVs - motorway driving,DERV,kilotonne,1.797369859,2.037058782,2.302788157,2.827102153,3.323042331,3.998653911,4.697011859,5.487029047,6.203610601,6.595158655,7.337191321,7.99958887,8.306788634,8.800853241,9.639239516,10.08405638,10.56111916,10.74448731,10.3974223,10.17677954,9.891816457,10.44214282,11.48642004,12.67506683,14.08645827,15.56412505,16.56844982,17.29268847,16.2351565,15.33726647,13.14478448,13.5695351,13.34071089
Nitrogen oxides (NOx expressed as NO2),1A3bii,Road transport - LGVs - cold start,Petrol,kilotonne,2.104254306,2.249935915,2.026714485,1.953678862,1.768288701,1.645028824,1.740828252,1.488727101,1.387825676,1.215166577,1.065172415,0.939825689,0.755175192,0.647855838,0.547582266,0.460943638,0.383430125,0.334496027,0.28971028,0.252864898,0.228076052,0.195133611,0.177162978,0.157325689,0.144120346,0.132675289,0.119274064,0.103747399,0.089430689,0.075309693,0.058396,0.056353738,0.051016794
Nitrogen oxides (NOx expressed as NO2),1A3bii,Road transport - LGVs - cold start,DERV,kilotonne,1.094296164,1.451847801,1.524017819,1.726004918,1.831745959,1.940848815,2.289886481,2.219567289,2.452209486,2.547533583,2.770606629,3.026349863,2.889965733,3.075481668,3.179258206,3.293472,3.240404478,3.292953363,3.366706131,3.227031292,3.569859941,3.062631967,3.551027703,3.83979218,3.75541787,4.315521013,4.647980227,4.635225805,5.702477467,6.782506112,6.810086097,7.58038657,7.575057303
Nitrogen oxides (NOx expressed as NO2),1A3biii,Road transport - buses and coaches - rural driving,DERV,kilotonne,17.36072953,15.73438114,14.43895481,14.59481215,14.02996241,14.25814623,14.02325094,13.75425096,13.04217428,13.35057486,13.00502546,12.59543474,12.73112038,12.16652172,10.68174093,9.774443106,9.861278089,9.909419111,8.924550606,8.484061483,7.95292544,6.909921423,6.462074893,5.967011374,5.464706098,4.598365973,3.709115678,3.269928749,2.699911862,2.297482068,1.508295981,1.52733351,1.469520088
Nitrogen oxides (NOx expressed as NO2),1A3biii,Road transport - HGV articulated - rural driving,DERV,kilotonne,48.47404654,49.60562107,49.26057363,48.11782441,47.87964081,47.6425204,47.35684458,47.54164117,47.86733787,47.67637276,46.67361596,46.30078725,46.38871996,45.46212589,44.99796484,43.65719714,43.49571545,42.48349522,38.75859594,32.77250461,30.14075574,26.03914119,23.01771367,19.23934081,16.05547888,13.09226576,10.4564119,8.352206529,6.410271048,4.736118588,3.326551003,2.889944302,2.372781937
Nitrogen oxides (NOx expressed as NO2),1A3biii,Road transport - HGV rigid - rural driving,DERV,kilotonne,51.50469483,51.12168418,50.08294979,47.83824428,47.19638251,46.54748975,45.08530607,44.31950982,44.28499701,44.01409229,42.69419607,42.07445587,42.51482057,42.48840251,41.49038233,41.25204205,40.43323365,40.21585613,36.47461989,31.17753624,29.71635223,27.03465832,24.77133861,22.3574782,20.18977971,18.15517963,16.05713195,13.7115653,11.13400705,9.11619915,6.883633753,6.182208606,5.189792683
Nitrogen oxides (NOx expressed as NO2),1A3biii,Road transport - buses and coaches - urban driving,DERV,kilotonne,34.83155068,40.23022144,39.00105472,39.57380045,38.78948266,40.04293453,39.57807006,39.42974761,38.90169133,38.26642303,35.20425461,33.97330019,32.50170072,33.55875308,32.14499546,31.52583355,31.00352195,30.72266144,27.50363917,26.37738249,26.04552683,23.42483053,23.29491562,20.89065309,19.16616469,16.67272132,13.99105018,11.42197237,9.310680826,7.712828421,4.732099171,4.664215989,4.964808801
Nitrogen oxides (NOx expressed as NO2),1A3biii,Road transport - HGV articulated - urban driving,DERV,kilotonne,16.57653525,16.27149554,14.38405942,15.57621581,15.5025259,15.05044205,14.72133497,14.58063405,14.12068405,13.66695556,12.98659122,12.65207467,12.55150753,12.55538476,12.4316684,11.54975715,10.90513005,9.842397639,8.630915963,7.561563693,7.001985725,6.514031598,5.839421949,5.141504935,4.524203042,3.740882513,3.089039354,2.495380906,1.972404436,1.484537555,1.015899547,0.853699975,0.717050058
Nitrogen oxides (NOx expressed as NO2),1A3biii,Road transport - HGV rigid - urban driving,DERV,kilotonne,40.47708129,39.82857412,39.38401422,34.51979693,32.76121206,31.01125734,31.02537021,29.56028834,29.34135117,28.55534687,28.4341068,28.82707044,28.6491501,29.55279661,28.79032352,28.43337909,27.25297933,25.56413747,22.86469791,19.84725583,19.06237186,17.93125527,16.93239731,15.58704931,14.90749944,12.7779837,10.59170469,8.675009628,7.068011707,5.875956171,4.656828645,4.203641901,3.543005822
Nitrogen oxides (NOx expressed as NO2),1A3biii,Road transport - buses and coaches - motorway driving,DERV,kilotonne,5.168600794,4.775896268,4.912635059,4.389851503,4.404713774,4.356933568,4.374385607,4.458638001,4.783805083,4.189195275,3.940094379,3.786265705,3.418193935,3.192448234,3.11241348,3.027035418,3.500858452,2.813973012,2.609848824,2.310791892,2.287250673,2.072656385,1.82749678,1.688292699,1.454176611,1.218455794,0.974314958,0.830579401,0.731735359,0.633317974,0.220099497,0.201679813,0.275990513
Nitrogen oxides (NOx expressed as NO2),1A3biii,Road transport - HGV articulated - motorway driving,DERV,kilotonne,48.13797903,47.38182871,45.04264245,55.62882553,55.61930146,56.24317517,58.07702487,60.00862184,60.08716918,61.84436227,62.03580687,61.60408942,60.51770174,58.58442256,61.14690161,59.04936168,58.10284517,56.63644574,50.68616871,42.61702486,40.06299341,34.61792431,30.72889574,25.79688557,21.68483283,17.36225067,13.56435268,10.51286007,7.87401917,5.78723036,4.224854635,3.594682305,2.889317076
Nitrogen oxides (NOx expressed as NO2),1A3biii,Road transport - HGV rigid - motorway driving,DERV,kilotonne,26.44761825,24.48399891,23.73179521,24.67485314,24.73162242,24.85173008,24.95418724,24.95931857,25.68849799,25.47878919,24.51050612,24.20521909,23.57280536,23.12822297,23.03088242,22.2439068,21.79063449,21.02303525,19.99440981,17.53947098,16.94347491,14.64890838,12.60654615,11.13767729,10.35201878,9.701861912,8.455686031,7.299935171,6.148998235,5.069443287,3.757875853,3.403862644,2.806443858
Nitrogen oxides (NOx expressed as NO2),1A3biii,Road transport - buses and coaches - cold start,DERV,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.004196017,0.01939105,0.033011827,0.043322905,0.058830647,0.070467421,0.079518178,0.084001884,0.089416487,0.093207292,0.095376368,0.093573215,0.06492224,0.071770098,0.081163315
Nitrogen oxides (NOx expressed as NO2),1A3biii,Road transport - HGV articulated - cold start,DERV,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.024000383,0.069787216,0.129578801,0.210413384,0.284317093,0.361326308,0.41262736,0.463790911,0.495343977,0.528157773,0.549827053,0.521120519,0.473431244,0.475216509,0.431019213
Nitrogen oxides (NOx expressed as NO2),1A3biii,Road transport - HGV rigid - cold start,DERV,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.041049036,0.143054206,0.241231441,0.360162085,0.492292142,0.629438117,0.755627013,0.885626108,0.991510135,1.076750442,1.122650101,1.107612126,0.994967352,1.032384749,0.978710723
Nitrogen oxides (NOx expressed as NO2),1A3biii,Road transport - general,Natural gas,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.049836988,0.219004211,0.390657113,0.431009736,0.431009736
Nitrogen oxides (NOx expressed as NO2),1A3biv,Road transport - motorcycle (>50cc  4st) - rural driving,Petrol,kilotonne,0.728387973,0.777091455,0.655943457,0.581880478,0.58958911,0.584058985,0.569012218,0.581623429,0.590629329,0.653596099,0.669191335,0.681679447,0.726970012,0.746911565,0.671242747,0.653473446,0.556347143,0.507337072,0.468158525,0.434849862,0.360654727,0.37004417,0.307859958,0.316071408,0.305236265,0.278272102,0.219255474,0.201250617,0.189557455,0.171359521,0.117593596,0.118946384,0.118752476
